gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
DAÑOS,2021-03-01T00:00:00.000,2021,,MADRUGADA,LUNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,"3,53874","-76,3068",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PUBLICO,SENINMANUEL
DAÑOS,2021-03-01T00:00:00.000,2021,,MADRUGADA,LUNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,"3,53874","-76,3068",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUSETA,JAC,PUBLICO,COOP ESP DEL VALLE
HERIDOS,2021-02-21T00:00:00.000,2021,,NOCHE,DOMINGO,ALTAMIRA,CARRERA 19 CALLE 46,URBANA,TECNICO,"3,54093","-76,29088",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-02-21T00:00:00.000,2021,,NOCHE,DOMINGO,ALTAMIRA,CARRERA 19 CALLE 46,URBANA,TECNICO,"3,54093","-76,29088",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,MOTO,KIMCO,PARTICULAR,NO APLICA
DAÑOS,2021-02-17T00:00:00.000,2021,,NOCHE,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO,RURAL,TECNICO,"3,53618","-76,38794",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-02-17T00:00:00.000,2021,,NOCHE,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO,RURAL,TECNICO,"3,53618","-76,38794",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-02T00:00:00.000,2021,,MAÑANA,MARTES,COLOMBINA,CALLE 28 CARRERA 18,URBANA,TECNICO,"3,52431","-76,29069",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,NO APLICA
HERIDOS,2021-03-02T00:00:00.000,2021,,MAÑANA,MARTES,COLOMBINA,CALLE 28 CARRERA 18,URBANA,TECNICO,"3,52431","-76,29069",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-03-02T00:00:00.000,2021,,MAÑANA,MARTES,COLOMBINA,CALLE 28 CARRERA 18,URBANA,TECNICO,"3,52431","-76,29069",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-03-02T00:00:00.000,2021,,NOCHE,MARTES,CENTRO,CALLE 28 CARRERA 27,URBANA,TECNICO,"3,52516","-76,29835",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-03-02T00:00:00.000,2021,,NOCHE,MARTES,CENTRO,CALLE 28 CARRERA 27,URBANA,TECNICO,"3,52516","-76,29835",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,RAUL,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-03-03T00:00:00.000,2021,,TARDE,MIERCOLES,PAPAYAL,CALLE 28 CARRERA 16,URBANA,TECNICO,"3,52411","-76,289",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-03-03T00:00:00.000,2021,,TARDE,MIERCOLES,PAPAYAL,CALLE 28 CARRERA 16,URBANA,TECNICO,"3,52411","-76,289",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-03-03T00:00:00.000,2021,,TARDE,MIERCOLES,PALMERAS,CARRERA 3 CALLE 35 -35A,URBANA,TECNICO,"3,53171","-76,27965",MOTOCICLISTA,ATROPELLO,MASCULINO,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-03-03T00:00:00.000,2021,,TARDE,MIERCOLES,PALMERAS,CARRERA 3 CALLE 35 -35A,URBANA,TECNICO,"3,53171","-76,27965",PEATON,ATROPELLO,MASCULINO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-03-03T00:00:00.000,2021,,NOCHE,MIERCOLES,CUIDAD DEL CAMPO,CALLE 100 N 11-11,RURAL,TECNICO,"3,45501","-76,47093",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,WILLYS,PARTICULAR,NO APLICA
HERIDOS,2021-03-03T00:00:00.000,2021,,NOCHE,MIERCOLES,CUIDAD DEL CAMPO,CALLE 100 N 11-11,RURAL,TECNICO,"3,45501","-76,47093",ACOMPAÑANTE MOTOCICLISTA,OTRO,MASCULINO,1,NO APLICA,SAN FERNANDO CALI,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,VERSALLES,CALLE 41 CARRERA 27-53,URBANA,TECNICO,"3,53712","-76,29688",NO APLICA,CHOQUE OBJETO FIJO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,VERSALLES,CALLE 41 CARRERA 27-53,URBANA,TECNICO,"3,53712","-76,29688",NO APLICA,CHOQUE OBJETO FIJO,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,EMILIA,CALLE 38 CARRERA 35,URBANA,TECNICO,"3,53605","-76,30606",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,EMILIA,CALLE 38 CARRERA 35,URBANA,TECNICO,"3,53605","-76,30606",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,HONDA,OFICIAL,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,EMILIA,CALLE 38 CARRERA 35,URBANA,TECNICO,"3,53605","-76,30606",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,"3,52732","-76,29376",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,TONGKO,PARTICULAR,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,"3,52732","-76,29376",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MITSUBISHIT,PARTICULAR,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,URIBE,CALLE 31 CARRERA 22,URBANA,TECNICO,"3,52732","-76,29376",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,"3,51891","-76,30311",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-03-04T00:00:00.000,2021,,TARDE,JUEVES,NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,"3,51891","-76,30311",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-04T00:00:00.000,2021,,NOCHE,JUEVES,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,"3,55226","-76,29357",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-04T00:00:00.000,2021,,NOCHE,JUEVES,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,"3,55226","-76,29357",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUSETA,AGRALE,PUBLICO,COODETRASN PALMIRA
HERIDOS,2021-03-05T00:00:00.000,2021,,MADRUGADA,VIERNES,CAMPESTRE,CALLE 42 CARRERA 9,URBANA,TECNICO,"3,5369","-76,2823",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,1,NO APLICA,PALMA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-03-05T00:00:00.000,2021,,TARDE,VIERNES,URIBE,CALLE 34 CARRERA 23,URBANA,TECNICO,"3,53057","-76,29415",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-05T00:00:00.000,2021,,TARDE,VIERNES,URIBE,CALLE 34 CARRERA 23,URBANA,TECNICO,"3,53057","-76,29415",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,MADRUGADA,SABADO,TRINIDAD,CALLE 31 CARRERA 20,URBANA,TECNICO,"3,52708","-76,29208",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,MADRUGADA,SABADO,TRINIDAD,CALLE 31 CARRERA 20,URBANA,TECNICO,"3,52708","-76,29208",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,MADRUGADA,SABADO,SAN PEDRO,CALLE 37 CARRERA 17A,URBANA,TECNICO,"3,53287","-76,2895",NO APLICA,CHOQUE OBJETO FIJO,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,NOCHE,SABADO,SAN PEDRO,CALLE 42 CARRERA 19,URBANA,TECNICO,"3,53708","-76,29058",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,NOCHE,SABADO,SAN PEDRO,CALLE 42 CARRERA 19,URBANA,TECNICO,"3,53708","-76,29058",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-03-07T00:00:00.000,2021,,MADRUGADA,DOMINGO,CENTRO,CARRERA 28 CALLE 29,URBANA,TECNICO,"3,52607","-76,29907",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-07T00:00:00.000,2021,,MADRUGADA,DOMINGO,CENTRO,CARRERA 28 CALLE 29,URBANA,TECNICO,"3,52607","-76,29907",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-03-06T00:00:00.000,2021,,TARDE,SABADO,ALTAMIRA,CARRERA 19 CALLE 46,URBANA,TECNICO,"3,54094","-76,29091",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-03-06T00:00:00.000,2021,,TARDE,SABADO,ALTAMIRA,CARRERA 19 CALLE 46,URBANA,TECNICO,"3,54094","-76,29091",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,FORD,PARTICULAR,NO APLICA
HERIDOS,2021-03-06T00:00:00.000,2021,,TARDE,SABADO,ALTAMIRA,CARRERA 19 CALLE 46,URBANA,TECNICO,"3,54094","-76,29091",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
MUERTO,2021-03-03T00:00:00.000,2021,,MADRUGADA,MIERCOLES,VIA CALI - PALMIRA SUR,KM 10 + 190 MTS,RURAL,POLICIA,"3,51109","-76,3986",MOTOCICLISTA,CHOQUE POSTE,MASCULINO,NO APLICA,1,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
MUERTO,2021-03-06T00:00:00.000,2021,,TARDE,SABADO,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,"3,52553","-76,29489",MOTOCICLISTA,CHOQUE,FEMENINA,NO APLICA,1,SANTA BARBARA,MOTO,YAMAHA,PARTICULAR,NO APLICA
MUERTO,2021-03-06T00:00:00.000,2021,,TARDE,SABADO,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,"3,52553","-76,29489",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,AUTECO,PARTICULAR,NO APLICA
HERIDOS,2021-03-07T00:00:00.000,2021,,MADRUGADA,DOMINGO,VERSALLES,CALLE 42 CARRERA 25-26,URBANA,TECNICO,"3,5376","-76,29494",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,1,NO APLICA,PALMA,MOTO,VICTORY,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,ESTONIA,CARRERA 32A CALLE 44,URBANA,TECNICO,"3,53989","-76,30139",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,ESTONIA,CARRERA 32A CALLE 44,URBANA,TECNICO,"3,53989","-76,30139",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,COLOMBIA,CALLE 36 CARRERA 34,URBANA,TECNICO,"3,53369","-76,30372",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,COLOMBIA,CALLE 36 CARRERA 34,URBANA,TECNICO,"3,53369","-76,30372",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,COLOMBIA,CALLE 36 CARRERA 34,URBANA,TECNICO,"3,53369","-76,30372",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
DAÑOS,2021-03-05T00:00:00.000,2021,,TARDE,VIERNES,PRADO,CARRERA 41 CALLE 42,URBANA,TECNICO,"3,53867","-76,31147",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-05T00:00:00.000,2021,,TARDE,VIERNES,PRADO,CARRERA 41 CALLE 42,URBANA,TECNICO,"3,53867","-76,31147",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-03-08T00:00:00.000,2021,,NOCHE,LUNES,ALAMEDA,CALLE 70 CARRERA 25-61,URBANA,TECNICO,"3,5561","-76,2866",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-03-08T00:00:00.000,2021,,NOCHE,LUNES,ALAMEDA,CALLE 70 CARRERA 25-61,URBANA,TECNICO,"3,5561","-76,2866",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,MAÑANA,SABADO,BOSQUE,CALLE 31 CARRERA 7,URBANA,TECNICO,"3,52557","-76,28129",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AVANTI,PARTICULAR,NO APLICA
DAÑOS,2021-03-06T00:00:00.000,2021,,MAÑANA,SABADO,BOSQUE,CALLE 31 CARRERA 7,URBANA,TECNICO,"3,52557","-76,28129",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,SAMANES,CARRERA 30 CALLE 46B,URBANA,TECNICO,"3,54178","-76,29827",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,SAMANES,CARRERA 30 CALLE 46B,URBANA,TECNICO,"3,54178","-76,29827",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,BMW,PARTICULAR,NO APLICA
HERIDOS,2021-03-08T00:00:00.000,2021,,MAÑANA,LUNES,SAMANES,CARRERA 30 CALLE 46B,URBANA,TECNICO,"3,54178","-76,29827",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-03-09T00:00:00.000,2021,,TARDE,MARTES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,"3,53901","-76,30715",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-09T00:00:00.000,2021,,NOCHE,MARTES,ALTAMIRA,CALLE 47 CARRERA 22,URBANA,TECNICO,"3,54271","-76,2921",NO APLICA,CHOQUE OBJETO FIJO,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,BMW,PARTICULAR,NO APLICA
DAÑOS,2021-03-09T00:00:00.000,2021,,NOCHE,MARTES,ALTAMIRA,CALLE 47 CARRERA 22,URBANA,TECNICO,"3,54271","-76,2921",NO APLICA,CHOQUE OBJETO FIJO,FEMENINA,NO APLICA,NO APLICA,NO APLICA,BICICLETA,TODO TERRENO,PARTICULAR,NO APLICA
DAÑOS,2021-03-09T00:00:00.000,2021,,NOCHE,MARTES,RECREO,CALLE 22 CARRERA 24,URBANA,TECNICO,"3,51973","-76,29585",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-03-09T00:00:00.000,2021,,NOCHE,MARTES,RECREO,CALLE 22 CARRERA 24,URBANA,TECNICO,"3,51973","-76,29585",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
MUERTO,2021-03-10T00:00:00.000,2021,,MAÑANA,MIERCOLES,SAN CAYETANO,CALLE 39 CARRERA 25,URBANA,TECNICO,"3,5352","-76,29493",MOTOCICLISTA,CHOQUE,FEMENINA,NO APLICA,1,NO APLICA,MOTO,KIMCO,PARTICULAR,NO APLICA
MUERTO,2021-03-10T00:00:00.000,2021,,MAÑANA,MIERCOLES,SAN CAYETANO,CALLE 39 CARRERA 25,URBANA,TECNICO,"3,5352","-76,29493",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PUBLICO,NO APLICA
MUERTO,2021-03-10T00:00:00.000,2021,,MAÑANA,MIERCOLES,SAN CAYETANO,CALLE 39 CARRERA 25,URBANA,TECNICO,"3,5352","-76,29493",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBINA,CALLE 29 CARRERA 17,URBANA,TECNICO,"3,52481","-76,28975",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBINA,CALLE 29 CARRERA 17,URBANA,TECNICO,"3,52481","-76,28975",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,JIANLING,PARTICULAR,NO APLICA
DAÑOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBIA,CARRERA 32 CALLE 42-38,URBANA,TECNICO,"3,53877","-76,30082",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBIA,CARRERA 32 CALLE 42-38,URBANA,TECNICO,"3,53877","-76,30082",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,SANTA BARBARA,CALLE 31 CARRERA 40 A,URBANA,TECNICO,"3,5297","-76,31081",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,PARTICULAR,NO APLICA
DAÑOS,2021-03-10T00:00:00.000,2021,,TARDE,MIERCOLES,SANTA BARBARA,CALLE 31 CARRERA 40 A,URBANA,TECNICO,"3,5297","-76,31081",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-03-11T00:00:00.000,2021,,MAÑANA,JUEVES,ALAMEDA,CARRERA 28 CALLE 70,URBANA,TECNICO,"3,55729","-76,29125",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-03-11T00:00:00.000,2021,,MAÑANA,JUEVES,ALAMEDA,CARRERA 28 CALLE 70,URBANA,TECNICO,"3,55729","-76,29125",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-03-11T00:00:00.000,2021,,NOCHE,JUEVES,PALMERAS,CARRERA 1 CALLE 35A-33,URBANA,TECNICO,"3,53146","-76,27731",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-03-11T00:00:00.000,2021,,NOCHE,JUEVES,PALMERAS,CARRERA 1 CALLE 35A-33,URBANA,TECNICO,"3,53146","-76,27731",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,BICICLETA,SHIMANO,PARTICULAR,NO APLICA
HERIDOS,2021-03-11T00:00:00.000,2021,,NOCHE,JUEVES,PALMERAS,CARRERA 1 CALLE 35A-33,URBANA,TECNICO,"3,53146","-76,27731",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-03-12T00:00:00.000,2021,,MAÑANA,VIERNES,SANTA RITA,CALLE 33 CARRERA 27,URBANA,TECNICO,"3,53018","-76,29745",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWOO,PARTICULAR,NO APLICA
DAÑOS,2021-03-12T00:00:00.000,2021,,MAÑANA,VIERNES,SANTA RITA,CALLE 33 CARRERA 27,URBANA,TECNICO,"3,53018","-76,29745",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-03-12T00:00:00.000,2021,,TARDE,VIERNES,RECREO,CALLE 23 CARRERA 27,URBANA,TECNICO,"3,52086","-76,29905",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-12T00:00:00.000,2021,,TARDE,VIERNES,RECREO,CALLE 23 CARRERA 27,URBANA,TECNICO,"3,52086","-76,29905",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-03-12T00:00:00.000,2021,,NOCHE,VIERNES,BENEDICTA,CALLE 47 CARRERA 34C,URBANA,TECNICO,"3,54257","-76,30475",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-03-12T00:00:00.000,2021,,NOCHE,VIERNES,BENEDICTA,CALLE 47 CARRERA 34C,URBANA,TECNICO,"3,54257","-76,30475",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,CHEVROLET,PUBLICO,NO APLICA
DAÑOS,2021-03-13T00:00:00.000,2021,,TARDE,SABADO,BIZERTA,CALLE 37 CARRERA 20,URBANA,TECNICO,"3,53283","-76,29139",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-03-13T00:00:00.000,2021,,TARDE,SABADO,BIZERTA,CALLE 37 CARRERA 20,URBANA,TECNICO,"3,53283","-76,29139",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-03-13T00:00:00.000,2021,,TARDE,SABADO,VERSALLES,CARRERA 27 CALLE 41,URBANA,TECNICO,"3,53705","-76,29638",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-03-13T00:00:00.000,2021,,TARDE,SABADO,VERSALLES,CARRERA 27 CALLE 41,URBANA,TECNICO,"3,53705","-76,29638",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
